iso_code,year,age,method,contraceptive_prevalence
48,1989,15-49,male_condom,8.2
48,1989,15-49,other_modern_methods,0.2
48,1989,15-49,withdrawal,19.4
48,1989,15-49,other_traditional_methods,4.1
48,1995,15-49,female_sterilization,6.2
48,1995,15-49,pill,10.9
48,1995,15-49,injectable,0
48,1995,15-49,iud,2.9
48,1995,15-49,male_condom,9.6
48,1995,15-49,vaginal_barrier_methods,0
48,1995,15-49,other_modern_methods,1.1
48,1995,15-49,rhythm,3.2
48,1995,15-49,withdrawal,26.3
48,1995,15-49,other_traditional_methods,1.7
50,1975-1976,10-49,female_sterilization,0.6
50,1975-1976,10-49,male_sterilization,0.5
50,1975-1976,10-49,pill,2.7
50,1975-1976,10-49,iud,0.5
50,1975-1976,10-49,male_condom,0.7
50,1975-1976,10-49,vaginal_barrier_methods,0
50,1975-1976,10-49,other_modern_methods,0
50,1975-1976,10-49,rhythm,0.9
50,1975-1976,10-49,withdrawal,0.5
50,1975-1976,10-49,other_traditional_methods,1.3
50,1979-1980,10-49,female_sterilization,2.4
50,1979-1980,10-49,male_sterilization,0.9
50,1979-1980,10-49,pill,3.6
50,1979-1980,10-49,injectable,0.2
50,1979-1980,10-49,iud,0.2
50,1979-1980,10-49,male_condom,1.5
50,1979-1980,10-49,vaginal_barrier_methods,0.1
50,1979-1980,10-49,other_modern_methods,0
50,1979-1980,10-49,rhythm,2.2
50,1979-1980,10-49,withdrawal,0.2
50,1979-1980,10-49,other_traditional_methods,1.4
50,1981,10-49,female_sterilization,4
50,1981,10-49,male_sterilization,0.8
50,1981,10-49,pill,3.5
50,1981,10-49,injectable,0.4
50,1981,10-49,iud,0.4
50,1981,10-49,male_condom,1.6
50,1981,10-49,vaginal_barrier_methods,0.3
50,1981,10-49,other_modern_methods,0
50,1981,10-49,rhythm,3.9
50,1981,10-49,withdrawal,1.8
50,1981,10-49,other_traditional_methods,1.9
50,1983-1984,10-49,female_sterilization,6.2
50,1983-1984,10-49,male_sterilization,1.2
50,1983-1984,10-49,pill,3.3
50,1983-1984,10-49,injectable,0.2
50,1983-1984,10-49,iud,1
50,1983-1984,10-49,male_condom,1.5
50,1983-1984,10-49,vaginal_barrier_methods,0.3
50,1983-1984,10-49,other_modern_methods,0
50,1983-1984,10-49,rhythm,2.4
50,1983-1984,10-49,withdrawal,1.3
50,1983-1984,10-49,other_traditional_methods,1.8
50,1985-1986,10-49,female_sterilization,7.9
50,1985-1986,10-49,male_sterilization,1.5
50,1985-1986,10-49,pill,5.1
50,1985-1986,10-49,injectable,0.5
50,1985-1986,10-49,iud,1.4
50,1985-1986,10-49,male_condom,1.8
50,1985-1986,10-49,vaginal_barrier_methods,0.2
50,1985-1986,10-49,other_modern_methods,0
50,1985-1986,10-49,rhythm,3.8
50,1985-1986,10-49,withdrawal,0.9
50,1985-1986,10-49,other_traditional_methods,2.2
50,1989,10-49,female_sterilization,9
50,1989,10-49,male_sterilization,1.4
50,1989,10-49,pill,9.1
50,1989,10-49,injectable,1.1
50,1989,10-49,iud,1.7
50,1989,10-49,male_condom,1.9
50,1989,10-49,vaginal_barrier_methods,0.2
50,1989,10-49,other_modern_methods,0
50,1989,10-49,rhythm,3.9
50,1989,10-49,withdrawal,1.2
50,1989,10-49,other_traditional_methods,2
50,1989,10-49,female_sterilization,8.5
50,1989,10-49,male_sterilization,1.2
50,1989,10-49,pill,9.6
50,1989,10-49,injectable,0.6
50,1989,10-49,iud,1.4
50,1989,10-49,male_condom,1.8
50,1989,10-49,vaginal_barrier_methods,0.1
50,1989,10-49,other_modern_methods,0
50,1989,10-49,rhythm,4
50,1989,10-49,withdrawal,1.8
50,1989,10-49,other_traditional_methods,1.8
50,1991,10-49,female_sterilization,9.1
50,1991,10-49,male_sterilization,1.2
50,1991,10-49,pill,13.9
50,1991,10-49,injectable,2.6
50,1991,10-49,iud,1.8
50,1991,10-49,male_condom,2.5
50,1991,10-49,other_modern_methods,0
50,1991,10-49,rhythm,4.7
50,1991,10-49,withdrawal,2
50,1991,10-49,other_traditional_methods,2
50,1993-1994,15-49,female_sterilization,8.2
50,1993-1994,15-49,male_sterilization,1.1
50,1993-1994,15-49,pill,17.5
50,1993-1994,15-49,injectable,4.6
50,1993-1994,15-49,iud,2.2
50,1993-1994,15-49,male_condom,3
50,1993-1994,15-49,vaginal_barrier_methods,0
50,1993-1994,15-49,implant,0
50,1993-1994,15-49,other_modern_methods,0
50,1993-1994,15-49,rhythm,4.8
50,1993-1994,15-49,withdrawal,2.4
50,1993-1994,15-49,other_traditional_methods,1.1
50,1996-1997,15-49,female_sterilization,7.7
50,1996-1997,15-49,male_sterilization,1.1
50,1996-1997,15-49,pill,21.1
50,1996-1997,15-49,injectable,6.3
50,1996-1997,15-49,iud,1.8
50,1996-1997,15-49,male_condom,3.9
50,1996-1997,15-49,vaginal_barrier_methods,0
50,1996-1997,15-49,implant,0.1
50,1996-1997,15-49,other_modern_methods,0
50,1996-1997,15-49,rhythm,5.1
50,1996-1997,15-49,withdrawal,1.9
50,1996-1997,15-49,other_traditional_methods,0.8
50,1999-2000,15-49,female_sterilization,6.8
50,1999-2000,15-49,male_sterilization,0.5
50,1999-2000,15-49,pill,23.3
50,1999-2000,15-49,injectable,7.3
50,1999-2000,15-49,iud,1.3
50,1999-2000,15-49,male_condom,4.3
50,1999-2000,15-49,vaginal_barrier_methods,0
50,1999-2000,15-49,implant,0.5
50,1999-2000,15-49,rhythm,5.4
50,1999-2000,15-49,withdrawal,4
50,1999-2000,15-49,other_traditional_methods,0.9
50,2004,15-49,female_sterilization,5.3
50,2004,15-49,male_sterilization,0.6
50,2004,15-49,pill,26.4
50,2004,15-49,injectable,9.8
50,2004,15-49,iud,0.6
50,2004,15-49,male_condom,4.2
50,2004,15-49,vaginal_barrier_methods,0
50,2004,15-49,implant,0.8
50,2004,15-49,other_modern_methods,0
50,2004,15-49,rhythm,6.6
50,2004,15-49,withdrawal,3.6
50,2004,15-49,other_traditional_methods,0.7
50,2007,15-49,female_sterilization,5
50,2007,15-49,male_sterilization,0.7
50,2007,15-49,pill,28.5
50,2007,15-49,injectable,7
50,2007,15-49,iud,0.9
50,2007,15-49,male_condom,4.5
50,2007,15-49,implant,0.7
50,2007,15-49,other_modern_methods,0
50,2007,15-49,rhythm,4.9
50,2007,15-49,withdrawal,2.9
50,2007,15-49,other_traditional_methods,0.6
50,2011,15-49,female_sterilization,5
50,2011,15-49,male_sterilization,1.2
50,2011,15-49,pill,27.2
50,2011,15-49,injectable,11.2
50,2011,15-49,iud,0.7
50,2011,15-49,male_condom,5.5
50,2011,15-49,implant,1.1
50,2011,15-49,rhythm,6.9
50,2011,15-49,withdrawal,1.9
50,2011,15-49,other_traditional_methods,0.4
50,2012-2013,15-49,female_sterilization,4
50,2012-2013,15-49,male_sterilization,0.6
50,2012-2013,15-49,pill,33.9
50,2012-2013,15-49,injectable,14.7
50,2012-2013,15-49,iud,0.6
50,2012-2013,15-49,male_condom,4.2
50,2012-2013,15-49,vaginal_barrier_methods,0
50,2012-2013,15-49,implant,0.9
50,2012-2013,15-49,other_modern_methods,0.2
50,2012-2013,15-49,rhythm,1.8
50,2012-2013,15-49,withdrawal,0.3
50,2012-2013,15-49,other_traditional_methods,0.4
52,1980-1981,15-49,female_sterilization,14.4
52,1980-1981,15-49,male_sterilization,0.3
52,1980-1981,15-49,pill,15.8
52,1980-1981,15-49,injectable,2.2
52,1980-1981,15-49,iud,4
52,1980-1981,15-49,male_condom,5.4
52,1980-1981,15-49,vaginal_barrier_methods,2.6
52,1980-1981,15-49,other_modern_methods,0
52,1988,15-44,female_sterilization,10
52,1988,15-44,male_sterilization,0.3
52,1988,15-44,pill,27
52,1988,15-44,injectable,0.9
52,1988,15-44,iud,5.2
52,1988,15-44,male_condom,7.4
52,1988,15-44,vaginal_barrier_methods,2.6
52,1988,15-44,other_modern_methods,0
52,1988,15-44,rhythm,0.7
52,1988,15-44,withdrawal,1
52,1988,15-44,other_traditional_methods,0
52,2012,15-49,female_sterilization,4.7
52,2012,15-49,male_sterilization,0.1
52,2012,15-49,pill,21.2
52,2012,15-49,injectable,5
52,2012,15-49,iud,3.1
52,2012,15-49,male_condom,19.5
52,2012,15-49,vaginal_barrier_methods,0.5
52,2012,15-49,implant,0.8
52,2012,15-49,other_modern_methods,0.5
52,2012,15-49,rhythm,1
52,2012,15-49,withdrawal,2
52,2012,15-49,other_traditional_methods,0.9
112,1995,18-34,female_sterilization,0.8
112,1995,18-34,male_sterilization,0
112,1995,18-34,pill,6.7
112,1995,18-34,injectable,0
112,1995,18-34,iud,29
112,1995,18-34,male_condom,4.8
112,1995,18-34,vaginal_barrier_methods,0.8
112,1995,18-34,implant,0
112,1995,18-34,other_modern_methods,0
112,1995,18-34,rhythm,3
112,1995,18-34,withdrawal,5.2
112,1995,18-34,other_traditional_methods,0.1
112,2005,15-49,female_sterilization,2.4
112,2005,15-49,male_sterilization,0
112,2005,15-49,pill,10.4
112,2005,15-49,injectable,0
112,2005,15-49,iud,25.7
112,2005,15-49,male_condom,17.5
112,2005,15-49,vaginal_barrier_methods,0
112,2005,15-49,implant,0
112,2005,15-49,other_modern_methods,0
112,2005,15-49,rhythm,5.5
112,2005,15-49,withdrawal,9.6
112,2005,15-49,other_traditional_methods,1.5
112,2012,15-49,female_sterilization,3.2
112,2012,15-49,male_sterilization,0
112,2012,15-49,pill,10.3
112,2012,15-49,injectable,0.1
112,2012,15-49,iud,15.1
112,2012,15-49,male_condom,22.3
112,2012,15-49,vaginal_barrier_methods,0.1
112,2012,15-49,implant,0.1
112,2012,15-49,other_modern_methods,0.1
112,2012,15-49,rhythm,3
112,2012,15-49,withdrawal,7.7
112,2012,15-49,other_traditional_methods,1.1
56,1966,20-40,pill,5
56,1966,20-40,male_condom,2.9
56,1966,20-40,vaginal_barrier_methods,0.7
56,1966,20-40,other_modern_methods,2.2
56,1966,20-40,rhythm,15.8
56,1966,20-40,withdrawal,39.6
56,1966,20-40,other_traditional_methods,5.8
56,1975-1976,20-44,pill,30.5
56,1975-1976,20-44,iud,3.5
56,1975-1976,20-44,male_condom,7.8
56,1975-1976,20-44,vaginal_barrier_methods,0
56,1975-1976,20-44,other_modern_methods,6.1
56,1975-1976,20-44,rhythm,7
56,1975-1976,20-44,withdrawal,25.2
56,1975-1976,20-44,other_traditional_methods,7
56,1982-1983,20-44,pill,31.6
56,1982-1983,20-44,iud,8.1
56,1982-1983,20-44,male_condom,6.5
56,1982-1983,20-44,vaginal_barrier_methods,0
56,1982-1983,20-44,other_modern_methods,17
56,1982-1983,20-44,rhythm,4.1
56,1982-1983,20-44,withdrawal,5.7
56,1982-1983,20-44,other_traditional_methods,8
56,1991-1992,21-39,female_sterilization,10.9
56,1991-1992,21-39,male_sterilization,7
56,1991-1992,21-39,pill,46.7
56,1991-1992,21-39,iud,5
56,1991-1992,21-39,male_condom,4.7
56,1991-1992,21-39,vaginal_barrier_methods,0.1
56,1991-1992,21-39,other_modern_methods,0
56,1991-1992,21-39,rhythm,2.1
56,1991-1992,21-39,withdrawal,2
56,1991-1992,21-39,other_traditional_methods,0
56,1997,15-54,pill,37.9
56,1997,15-54,iud,5.2
56,1997,15-54,other_modern_methods,11.7
56,2001,15-49,pill,47.5
56,2001,15-49,iud,7.6
56,2001,15-49,other_modern_methods,18.9
56,2004,15-49,pill,44.8
56,2004,15-49,iud,9.7
56,2004,15-49,other_modern_methods,18.4
56,2008-2010,18-49,female_sterilization,8.442009414306657
56,2008-2010,18-49,male_sterilization,8.395709545489618
56,2008-2010,18-49,male_condom,6.011266301412145
56,2008-2010,18-49,other_modern_methods,46.24585230341846
56,2008-2010,18-49,other_traditional_methods,1.3
84,1991,15-44,female_sterilization,18.7
84,1991,15-44,male_sterilization,0
84,1991,15-44,pill,14.9
84,1991,15-44,injectable,4.3
84,1991,15-44,iud,1.9
84,1991,15-44,male_condom,1.9
84,1991,15-44,other_modern_methods,0
84,1991,15-44,rhythm,2.5
84,1991,15-44,other_traditional_methods,2.4
84,1999,15-44,female_sterilization,18
84,1999,15-44,male_sterilization,0
84,1999,15-44,pill,15.6
84,1999,15-44,injectable,7.6
84,1999,15-44,iud,1.5
84,1999,15-44,male_condom,6.6
84,1999,15-44,vaginal_barrier_methods,0
84,1999,15-44,implant,0
84,1999,15-44,other_modern_methods,0
84,1999,15-44,rhythm,3.5
84,1999,15-44,other_traditional_methods,3.3
84,2006,15-49,female_sterilization,8.9
84,2006,15-49,male_sterilization,0.1
84,2006,15-49,pill,10.8
84,2006,15-49,injectable,5
84,2006,15-49,iud,2.1
84,2006,15-49,male_condom,4.1
84,2006,15-49,vaginal_barrier_methods,0.1
84,2006,15-49,implant,0.1
84,2006,15-49,other_modern_methods,0
